Estimate	Std.Error	z.value	p.value	comparaison	Feature.name	padj	Condition	diff	Change
-0.383191156648995	0.103033350937294	-3.71909826442705	0.000199935265765561	xrn4_dne1 - xrn4	AT5G52440.1	0.0134820545877962	Seedling	significant	decrease
-0.299907775495525	0.0803815392354436	-3.73105290528305	0.000190681171272633	xrn4_dne1 - xrn4	AT5G53500.1	0.013018756968639	Seedling	significant	decrease
0.53679722924862	0.155099365257255	3.46098920752037	0.000538194387899482	xrn4_dne1 - xrn4	AT1G77740.1	0.0282655552567978	Seedling	significant	increase
0.377890097504366	0.113831711147117	3.31972605608975	0.000901058202777749	xrn4_dne1 - xrn4	AT2G01140.1	0.0427709628222721	Seedling	significant	increase
-0.425006226174558	0.128811381475239	-3.29944622367284	0.000968757864781677	xrn4_dne1 - xrn4	AT2G02180.1	0.0452252603199788	Seedling	significant	decrease
0.591252410003804	0.180884740145008	3.26866937216385	0.00108054484399811	xrn4_dne1 - xrn4	AT2G07707.1	0.0491827994826473	Seedling	significant	increase
0.529505413913817	0.123474072446634	4.28839353413787	1.79970026408238e-05	xrn4_dne1 - xrn4	AT2G38230.1	0.00192744369459176	Seedling	significant	increase
-0.628857289476038	0.126348854574435	-4.97715069593738	6.45270843646628e-07	xrn4_dne1 - xrn4	AT3G20630.1	0.000125873905285639	Seedling	significant	decrease
-0.409642586215609	0.0964814814808245	-4.24581567289703	2.17799630961579e-05	xrn4_dne1 - xrn4	AT3G23340.1	0.0022877338159849	Seedling	significant	decrease
-0.368562679921918	0.0825706509196102	-4.46360390546935	8.05924882385511e-06	xrn4_dne1 - xrn4	AT3G24160.1	0.000956948197302101	Seedling	significant	decrease
-0.829309424947009	0.178195621445597	-4.6539270618397	3.25672046108672e-06	xrn4_dne1 - xrn4	AT3G44735.1	0.000494116865512657	Seedling	significant	decrease
0.767157317497415	0.214481309612707	3.57680265419251	0.000347822557958288	xrn4_dne1 - xrn4	AT3G47620.1	0.0200201816451301	Seedling	significant	increase
-0.706037559781876	0.164403213919583	-4.29454840297241	1.75049288884122e-05	xrn4_dne1 - xrn4	AT3G47965.1	0.00192744369459176	Seedling	significant	decrease
0.239469751915765	0.0504923944569975	4.74268955732952	2.10899332131476e-06	xrn4_dne1 - xrn4	AT4G17640.1	0.000349070349121854	Seedling	significant	increase
-0.219646484454688	0.0600202408648022	-3.65954020326993	0.000252668201988326	xrn4_dne1 - xrn4	AT4G18100.1	0.0156826559006845	Seedling	significant	decrease
-0.33459800068935	0.0885804666813934	-3.77733391146869	0.000158516145941201	xrn4_dne1 - xrn4	AT5G26360.1	0.0113872910462789	Seedling	significant	decrease
-1.05029165526385	0.265168222466929	-3.9608503820432	7.46833188112195e-05	xrn4_dne1 - xrn4	AT5G27450.2	0.0066872178253587	Seedling	significant	decrease
0.433255651291171	0.119595153475575	3.6226856916878	0.000291560015817316	xrn4_dne1 - xrn4	AT5G28150.1	0.0173097913738498	Seedling	significant	increase
-0.815578353417884	0.129695574470206	-6.28840541976427	3.20743431814208e-10	xrn4_dne1 - xrn4	AT5G35170.1	2.1898757807115e-07	Seedling	significant	decrease
-0.552810752939924	0.157732767725452	-3.50472993602789	0.000457070680006444	xrn4_dne1 - xrn4	AT1G79230.1	0.0244756868058353	Seedling	significant	decrease
0.643806044500465	0.17540467523437	3.67040413056397	0.000242167286439221	xrn4_dne1 - xrn4	AT2G43980.1	0.0152036519371382	Seedling	significant	increase
0.263279020554009	0.077646360583105	3.39074514989304	0.000697028843012149	xrn4_dne1 - xrn4	AT2G44490.1	0.0348998777258748	Seedling	significant	increase
-0.504523580177491	0.0837362340920952	-6.0251524999632	1.68950253787159e-09	xrn4_dne1 - xrn4	AT2G45770.1	1.02534031798385e-06	Seedling	significant	decrease
-0.489489352942958	0.146196654989859	-3.34815699426853	0.000813509132022272	xrn4_dne1 - xrn4	AT3G54130.1	0.0393315217839701	Seedling	significant	decrease
-0.143447604626083	0.0212914501136512	-6.73733371190676	1.61319846370134e-11	xrn4_dne1 - xrn4	AT4G19530.1	1.46854833478945e-08	Seedling	significant	decrease
-0.215782607683752	0.0513545584845635	-4.20181993675622	2.64777707170705e-05	xrn4_dne1 - xrn4	AT4G21280.1	0.00270861483152007	Seedling	significant	decrease
-0.428371735280492	0.115569822420098	-3.70660546421327	0.000210055786091345	xrn4_dne1 - xrn4	AT5G15080.1	0.013991764678426	Seedling	significant	decrease
0.611358603528196	0.145587170525318	4.19926152367855	2.6778689290019e-05	xrn4_dne1 - xrn4	AT5G15930.1	0.00270861483152007	Seedling	significant	increase
0.945261104116393	0.170367240164622	5.54837363804806	2.88339163656559e-08	xrn4_dne1 - xrn4	AT5G16250.1	9.84317819932579e-06	Seedling	significant	increase
0.55012249950503	0.0974292814790625	5.64637746633953	1.63863860258573e-08	xrn4_dne1 - xrn4	AT5G18420.1	6.39303146237375e-06	Seedling	significant	increase
-0.759643705173425	0.216435473885326	-3.5097929721812	0.00044845571440888	xrn4_dne1 - xrn4	AT5G58740.1	0.0242521298227852	Seedling	significant	decrease
0.494343645185238	0.132435069183976	3.73272463427725	0.00018941963914898	xrn4_dne1 - xrn4	AT5G63870.1	0.013018756968639	Seedling	significant	increase
0.749838959380754	0.16517430780444	4.5396827711761	5.63389262819847e-06	xrn4_dne1 - xrn4	AT5G63990.1	0.000789033885518462	Seedling	significant	increase
