Feature.name	Estimate	Std.Error	z.value	p.value	comparaison	padj	Condition	Col0	xrn4	delta_prop	diff	Change	Degradation_Tag
AT1G05140.1	-0.642276275935916	0.125865195692602	-5.10289021839312	3.34505066534874e-07	xrn4 - Col0	3.63900966321272e-05	Seedling	0.027836813418853	0.0147508982523776	0.0130859151664754	significant	decrease	Both_truncated
AT1G05805.1	-0.59103737885773	0.112062721876471	-5.27416583285603	1.33361276910549e-07	xrn4 - Col0	1.77321105225507e-05	Seedling	0.123795212778264	0.0755438184663537	0.0482513943119099	significant	decrease	Both_truncated
AT1G05890.2	-1.22756350915069	0.215001114609099	-5.70956811727497	1.13263218803894e-08	xrn4 - Col0	1.84824979775445e-06	Seedling	0.104342515912993	0.0313704050817453	0.0729721108312479	significant	decrease	Both_truncated
AT1G06900.1	-1.08390614127841	0.304114954953356	-3.56413298203194	0.000365060853598109	xrn4 - Col0	0.0129759253902694	Seedling	0.126434075342466	0.0483768108768109	0.0780572644656549	significant	decrease	Both_truncated
AT1G07200.2	-0.377120875849363	0.096593150404769	-3.90421964983082	9.45298994159405e-05	xrn4 - Col0	0.00435079921670803	Seedling	0.0527395543857565	0.0348688452271879	0.0178707091585686	significant	decrease	Both_truncated
AT1G09730.2	-0.651594969953742	0.173716190712587	-3.75091675266933	0.000176189194405652	xrn4 - Col0	0.00727033572317573	Seedling	0.152852627034855	0.0854546065432871	0.0673980204915682	significant	decrease	Both_truncated
AT1G10910.1	-0.680130376124291	0.210131353706081	-3.23669154616316	0.00120924041348647	xrn4 - Col0	0.0364804460875329	Seedling	0.0856143776402397	0.0456195244055069	0.0399948532347328	significant	decrease	Both_truncated
AT1G12240.1	-1.0742254828808	0.298645111094775	-3.59699671273002	0.000321912550194758	xrn4 - Col0	0.0120381880749915	Seedling	0.174782071298465	0.0705002969750965	0.104281774323368	significant	decrease	Both_truncated
AT1G12410.1	-1.42934329576409	0.249415902425497	-5.730762480917	9.99801841317094e-09	xrn4 - Col0	1.70918505253732e-06	Seedling	0.0177480433347533	0.0043583154326436	0.0133897279021097	significant	decrease	Both_truncated
AT1G13280.1	-1.09187439963085	0.34728948795433	-3.14398920065912	0.0016666159009644	xrn4 - Col0	0.0439937579739866	Seedling	0.0538552547845174	0.0191003675052714	0.034754887279246	significant	decrease	Both_truncated
AT1G17290.1	-1.41530256862947	0.19927482224712	-7.10226486552506	1.22724053142065e-12	xrn4 - Col0	6.29399072542875e-10	Seedling	0.169279896619474	0.0493835085034199	0.119896388116055	significant	decrease	Both_truncated
AT1G19400.1	0.790158250765018	0.190663788104343	4.14424919708716	3.4092885108139e-05	xrn4 - Col0	0.00194275329425745	Seedling	0.0113406585428103	0.024757360175305	0.0134167016324947	significant	increase	Both_truncated
AT1G19835.1	-1.17604606272633	0.281806286793519	-4.17324281905757	3.0029459803016e-05	xrn4 - Col0	0.00182721628292928	Seedling	0.203423906703994	0.0820880148263366	0.121335891877657	significant	decrease	Both_truncated
AT1G25570.1	-1.73508668086967	0.330825365953807	-5.24472080871796	1.56519155636303e-07	xrn4 - Col0	2.00679917405117e-05	Seedling	0.19509282009282	0.0428009679370841	0.152291852155736	significant	decrease	Both_truncated
AT1G25580.1	-0.914891151519708	0.181661321455012	-5.03624626415743	4.74749704659772e-07	xrn4 - Col0	4.86957554208166e-05	Seedling	0.0621100040257649	0.0256027324623751	0.0365072715633898	significant	decrease	Both_truncated
AT1G26670.1	0.813642167918547	0.180478335960053	4.50825393302959	6.53633178537838e-06	xrn4 - Col0	0.000488863148114758	Seedling	0.00145036384729476	0.00318727091602372	0.00173690706872896	significant	increase	Both_truncated
AT1G29840.1	0.6587618827448	0.209039778088864	3.1513709436907	0.00162505960545278	xrn4 - Col0	0.0435370446535484	Seedling	0.0575728533582671	0.102420366387705	0.0448475130294379	significant	increase	Both_truncated
