Feature.name	Estimate	Std.Error	z.value	p.value	comparaison	padj	Condition	xrn4	xrn4_dne1	delta_prop	diff	Change	Degradation_Tag
AT2G24100.1	0.349557019757167	0.098101462052364	3.56321926752307	0.000366334435673688	xrn4_dne1 - xrn4	0.0214798787378668	Seedling	0.0847546781269585	0.114901289309421	0.0301466111824625	significant	increase	3'_truncated
AT2G26930.1	0.773399553817645	0.0779154314795782	9.92614093423014	0	xrn4_dne1 - xrn4	0	Seedling	0.0235541308259291	0.0485609905631092	0.0250068597371801	significant	increase	3'_truncated
AT2G27720.1	0.807603893877828	0.218415134144041	3.69756380226485	0.000217678518506181	xrn4_dne1 - xrn4	0.0150719207508402	Seedling	0.00408141960624795	0.00886519663677041	0.00478377703052246	significant	increase	3'_truncated
AT2G27770.1	0.816310929067096	0.156493524153797	5.21626011990664	1.82571744833382e-07	xrn4_dne1 - xrn4	4.17495937497736e-05	Seedling	0.0543661927666165	0.113420028515333	0.0590538357487163	significant	increase	3'_truncated
AT2G28130.1	-0.561346097626221	0.127234614339456	-4.41189766275847	1.0246854630136e-05	xrn4_dne1 - xrn4	0.00121082389022764	Seedling	0.169036489770571	0.104285375118708	0.0647511146518621	significant	decrease	3'_truncated
AT2G28250.3	-0.532436257582779	0.139345204365225	-3.82098730995622	0.00013291849216901	xrn4_dne1 - xrn4	0.0104810814471546	Seedling	0.253348765432099	0.167897521735398	0.0854512436967004	significant	decrease	3'_truncated
AT2G28605.1	0.561142863396523	0.151667069793802	3.69983322127487	0.000215741199303787	xrn4_dne1 - xrn4	0.0150640057254331	Seedling	0.0229050838024803	0.0383148042448573	0.015409720442377	significant	increase	3'_truncated
AT2G30410.1	-0.412563295517758	0.123546606937826	-3.33933327465139	0.000839797451050561	xrn4_dne1 - xrn4	0.0412990714234381	Seedling	0.0112604172367022	0.00732747687858871	0.00393294035811352	significant	decrease	3'_truncated
AT2G30920.1	-0.992533149437956	0.193439011940431	-5.13098748531451	2.88226075007003e-07	xrn4_dne1 - xrn4	5.99182706383877e-05	Seedling	0.152508029709927	0.0635756786697274	0.0889323510401993	significant	decrease	3'_truncated
AT2G31360.1	-0.229619157683727	0.0476357437294597	-4.82031222159175	1.43333717073091e-06	xrn4_dne1 - xrn4	0.000218512251677927	Seedling	0.0671474656061881	0.0537992919378652	0.0133481736683229	significant	decrease	3'_truncated
AT2G32320.1	0.545408405777099	0.0857760389422002	6.35851704628865	2.03710825985581e-10	xrn4_dne1 - xrn4	1.33095923235008e-07	Seedling	0.195217601907743	0.297553836953462	0.102336235045719	significant	increase	3'_truncated
AT2G33370.1	-0.400188644723087	0.0964724558810773	-4.14821661860049	3.35075277366759e-05	xrn4_dne1 - xrn4	0.00340548173563749	Seedling	0.0136706908562476	0.00921320053273121	0.00445749032351639	significant	decrease	3'_truncated
AT2G35450.1	-0.531696487658161	0.10603752436954	-5.01422954580871	5.32463895197566e-07	xrn4_dne1 - xrn4	9.29153752706285e-05	Seedling	0.0564764223515595	0.0337369565674139	0.0227394657841456	significant	decrease	3'_truncated
AT2G35500.1	-0.818126105332115	0.170663822111662	-4.79378754799497	1.63661593632902e-06	xrn4_dne1 - xrn4	0.000245411901141009	Seedling	0.0633637633119254	0.0273350063759777	0.0360287569359477	significant	decrease	3'_truncated
AT2G36060.1	-0.504925549771882	0.15203259897653	-3.32116633650279	0.000896420954496158	xrn4_dne1 - xrn4	0.0433277121961357	Seedling	0.0236328376710794	0.014477630819064	0.00915520685201542	significant	decrease	3'_truncated
AT2G36870.1	-0.223459205838061	0.0496461939819571	-4.50103397491604	6.7623694588459e-06	xrn4_dne1 - xrn4	0.000847334156713197	Seedling	0.0947833612793576	0.0773671685704396	0.017416192708918	significant	decrease	3'_truncated
AT2G38230.1	0.468085650432467	0.130189732639066	3.59541141182134	0.000323879329991117	xrn4_dne1 - xrn4	0.0195344926032944	Seedling	0.0847513553224908	0.132459928415811	0.04770857309332	significant	increase	3'_truncated
AT2G39480.1	-1.45794523485078	0.165101401357415	-8.83060484565236	0	xrn4_dne1 - xrn4	0	Seedling	0.164597701149425	0.0464455272363818	0.118152173913043	significant	decrease	3'_truncated
AT2G42130.4	-0.567129254619974	0.157882205906332	-3.59210369125727	0.000328019272865632	xrn4_dne1 - xrn4	0.0196104071170061	Seedling	0.0416971368362714	0.0236870293300359	0.0180101075062354	significant	decrease	3'_truncated
AT2G43080.1	-0.63781431920491	0.184072410483341	-3.46501856269564	0.000530194882094159	xrn4_dne1 - xrn4	0.0293920762819108	Seedling	0.0842381074069595	0.046298440636097	0.0379396667708626	significant	decrease	3'_truncated
AT2G43980.1	0.616295801520378	0.17059048527112	3.61272084161609	0.000303000855512048	xrn4_dne1 - xrn4	0.0187266812524912	Seedling	0.0896121407758541	0.156332820782078	0.0667206800062242	significant	increase	3'_truncated
AT2G45770.1	-0.509187651092461	0.081152924979037	-6.27442142379947	3.50936835147309e-10	xrn4_dne1 - xrn4	1.88824660652496e-07	Seedling	0.0798680920821335	0.050054402928125	0.0298136891540085	significant	decrease	3'_truncated
AT3G02140.1	-1.43748169342174	0.393524350015103	-3.65284052528533	0.000259355316918786	xrn4_dne1 - xrn4	0.0166948128465716	Seedling	0.12916429109389	0.036034396074964	0.0931298950189257	significant	decrease	3'_truncated
AT3G02660.1	-0.623617970984467	0.120094952621777	-5.19270758154565	2.07257579543096e-07	xrn4_dne1 - xrn4	4.51377400019215e-05	Seedling	0.0512397487812211	0.0284324063892077	0.0228073423920134	significant	decrease	3'_truncated
AT3G05850.1	1.05777918001123	0.287214685254159	3.68288682410229	0.00023060755790838	xrn4_dne1 - xrn4	0.015396841840788	Seedling	0.039950678807268	0.112805508801459	0.0728548299941908	significant	increase	3'_truncated
AT3G07040.1	-0.358552250462281	0.0708804005791036	-5.0585528232467	4.22450232129279e-07	xrn4_dne1 - xrn4	8.05031723601357e-05	Seedling	0.28120422480919	0.217949086036941	0.0632551387722484	significant	decrease	3'_truncated
AT3G07110.1	0.685502970604644	0.185478976973879	3.69585266097938	0.000219150044808325	xrn4_dne1 - xrn4	0.0150719207508402	Seedling	0.015766499719088	0.033552240079395	0.0177857403603071	significant	increase	3'_truncated
AT3G10140.1	-0.586035135287267	0.17712501028382	-3.30859619625835	0.000937649668694585	xrn4_dne1 - xrn4	0.0446702162476529	Seedling	0.0860209557883976	0.0497910080786793	0.0362299477097183	significant	decrease	3'_truncated
AT3G11500.1	-1.58753847053786	0.407803544811378	-3.89290012491714	9.9052938966393e-05	xrn4_dne1 - xrn4	0.00854752106344903	Seedling	0.0150363596353034	0.00296635743994626	0.0120700021953571	significant	decrease	3'_truncated
AT3G12200.1	-0.416456399628082	0.106856916425106	-3.89732750635724	9.72600504869359e-05	xrn4_dne1 - xrn4	0.00847273982670478	Seedling	0.240671862727007	0.175019901081836	0.0656519616451714	significant	decrease	3'_truncated
AT3G12670.1	0.26782725172672	0.0427511465745481	6.26479692795353	3.73311603851789e-10	xrn4_dne1 - xrn4	1.89704513357351e-07	Seedling	0.155345050864382	0.192458330916915	0.0371132800525325	significant	increase	3'_truncated
AT3G13235.2	-0.60376055489877	0.184380611605329	-3.27453385495397	0.00105836456490915	xrn4_dne1 - xrn4	0.0486475410815278	Seedling	0.0949997432054496	0.0553945352267134	0.0396052079787363	significant	decrease	3'_truncated
AT3G16250.1	0.638261573303773	0.0530816419059418	12.0241490350796	0	xrn4_dne1 - xrn4	0	Seedling	0.00948317102096929	0.0177483892097117	0.00826521818874245	significant	increase	3'_truncated
AT3G17830.1	-0.61687293070379	0.0668969155720351	-9.22124623278837	0	xrn4_dne1 - xrn4	0	Seedling	0.149527979468397	0.0866485407773468	0.0628794386910498	significant	decrease	3'_truncated
AT3G19050.1	0.538515215871094	0.16069778008097	3.35110550749212	0.000804896293673973	xrn4_dne1 - xrn4	0.0400129695556295	Seedling	0.145145184286687	0.226084656084656	0.080939471797969	significant	increase	3'_truncated
AT3G20630.1	-0.632321368020591	0.125361484087069	-5.04398438344441	4.5593652764353e-07	xrn4_dne1 - xrn4	8.51112534358239e-05	Seedling	0.146556598494641	0.0847431084044253	0.0618134900902155	significant	decrease	3'_truncated
AT3G21270.1	-1.19252288811799	0.201539802824376	-5.91705892040177	3.27749316575421e-09	xrn4_dne1 - xrn4	1.36269227214335e-06	Seedling	0.15924688057041	0.0609913793103448	0.0982555012600652	significant	decrease	3'_truncated
AT3G23340.1	-0.375147804677627	0.0878018898986569	-4.27266207037948	1.93153067964413e-05	xrn4_dne1 - xrn4	0.00205438501473313	Seedling	0.178713478710054	0.126783964070984	0.05192951463907	significant	decrease	3'_truncated
AT3G24160.1	-0.365512487970033	0.0801706327930021	-4.55918177562318	5.13533078883022e-06	xrn4_dne1 - xrn4	0.000701087622767612	Seedling	0.0329468936854524	0.0230824706215199	0.00986442306393253	significant	decrease	3'_truncated
AT3G25570.2	-0.412694523276549	0.0900878509513585	-4.58102306713229	4.62706798542989e-06	xrn4_dne1 - xrn4	0.00064126955852617	Seedling	0.0961132361523433	0.064745529779385	0.0313677063729582	significant	decrease	3'_truncated
AT3G25770.1	-0.372585994778763	0.0743372113278152	-5.01210615953454	5.38374864911262e-07	xrn4_dne1 - xrn4	9.29153752706285e-05	Seedling	0.0233947282675893	0.0162473193010502	0.00714740896653912	significant	decrease	3'_truncated
AT3G27080.1	0.564755511780383	0.156550370125948	3.60750032929353	0.000309161145879866	xrn4_dne1 - xrn4	0.0189791745057928	Seedling	0.0433597048312036	0.0750498084949247	0.0316901036637211	significant	increase	3'_truncated
AT3G27540.1	0.755456560530785	0.228446219487674	3.3069339568193	0.000943231271202327	xrn4_dne1 - xrn4	0.0447032976045994	Seedling	0.071957671957672	0.143305307098411	0.0713476351407386	significant	increase	3'_truncated
AT3G29280.2	1.1516662725585	0.22694663391823	5.07461270817283	3.88286029329166e-07	xrn4_dne1 - xrn4	7.55670704313591e-05	Seedling	0.0458210603829161	0.127870905464767	0.0820498450818506	significant	increase	3'_truncated
AT3G43600.1	-1.20779604073831	0.30619237924807	-3.9445659741903	7.99446422945493e-05	xrn4_dne1 - xrn4	0.00724013507988359	Seedling	0.218660506160506	0.0835780598711633	0.135082446289343	significant	decrease	3'_truncated
AT3G44735.1	-0.764467972255903	0.167930926905374	-4.55227626229126	5.30685855149038e-06	xrn4_dne1 - xrn4	0.000713850517212978	Seedling	0.027641090909709	0.0127446195041037	0.0148964714056053	significant	decrease	3'_truncated
AT3G47620.1	0.782421883725521	0.207477139405933	3.77112334383355	0.00016251431549108	xrn4_dne1 - xrn4	0.0121845774081714	Seedling	0.0102620279449548	0.0202496589820121	0.00998763103705728	significant	increase	3'_truncated
AT3G49320.1	1.08420953196759	0.315661869949356	3.43471808027223	0.000593170575169388	xrn4_dne1 - xrn4	0.0319160661827906	Seedling	0.0288778116249731	0.0802484507776371	0.051370639152664	significant	increase	3'_truncated
AT3G51660.1	0.892014741589474	0.27024851333591	3.30072025403052	0.000964369857117342	xrn4_dne1 - xrn4	0.0454695416652182	Seedling	0.0455758607775671	0.0964991934885429	0.0509233327109757	significant	increase	3'_truncated
AT3G52230.1	-0.903328378378832	0.241266269489843	-3.74411383857727	0.000181031566470757	xrn4_dne1 - xrn4	0.0131420296706986	Seedling	0.00841941923750651	0.00351830309892887	0.00490111613857764	significant	decrease	3'_truncated
