Feature.name	Estimate	Std.Error	z.value	p.value	comparaison	padj	Condition	Col0	xrn4	delta_prop	diff	Change	Degradation_Tag
AT4G21870.1	-0.976154060184592	0.160604077461619	-6.07801542534231	1.21679044617906e-09	xrn4 - Col0	2.13587282985965e-06	Seedling	0.270686499829758	0.118884714962522	0.151801784867236	significant	decrease	5'_truncated
AT5G08040.1	-1.59264722713449	0.316782209638625	-5.0275778710911	4.96713803421756e-07	xrn4 - Col0	0.000326961861102371	Seedling	0.069234862446093	0.015754822794534	0.053480039651559	significant	decrease	5'_truncated
AT5G20500.1	-0.738486124586203	0.181677121300293	-4.06482731177561	4.80680386603094e-05	xrn4 - Col0	0.0126563145792595	Seedling	0.147007557596302	0.075010032570858	0.0719975250254439	significant	decrease	5'_truncated
AT5G63790.1	0.685658311141621	0.136320496895682	5.02975214113484	4.91114282130667e-07	xrn4 - Col0	0.000326961861102371	Seedling	0.596532306763285	0.748319243786933	0.151786937023648	significant	increase	5'_truncated
AT5G66052.1	-1.31761098584364	0.320203365766885	-4.11491922543653	3.87315022249979e-05	xrn4 - Col0	0.0113311161509355	Seedling	0.132993164488392	0.048953570499238	0.0840395939891545	significant	decrease	5'_truncated
AT1G01260.3	-0.395022022750186	0.110415825442385	-3.57758519820428	0.000346783202342049	xrn4 - Col0	0.0157298167120588	Seedling	0.252272692929568	0.186353625665637	0.065919067263931	significant	decrease	3'_truncated
AT1G03350.1	0.58101549797895	0.160218370839761	3.62639749070999	0.000287402836932849	xrn4 - Col0	0.0134301367942327	Seedling	0.0409942209238139	0.071301478590113	0.0303072576662991	significant	increase	3'_truncated
AT1G10510.1	0.661182833578905	0.169456499018591	3.90178504458756	9.54859336144143e-05	xrn4 - Col0	0.00550753434378449	Seedling	0.0642147982650306	0.116943413801362	0.0527286155363319	significant	increase	3'_truncated
AT1G12390.1	-1.4837683775506	0.398957385883732	-3.71911494823914	0.000199922061685731	xrn4 - Col0	0.0103781763577304	Seedling	0.0633003631498471	0.015571809090888	0.0477285540589591	significant	decrease	3'_truncated
AT1G14120.1	0.694080221176521	0.146199517183969	4.74748641134793	2.05960222676715e-06	xrn4 - Col0	0.000223778176824562	Seedling	0.0756607748009435	0.146257282032292	0.0705965072313484	significant	increase	3'_truncated
AT1G18720.2	-0.978871818511197	0.244696797086557	-4.00034585726489	6.32499753605575e-05	xrn4 - Col0	0.00383771279070811	Seedling	0.251392972198824	0.110906500906501	0.140486471292323	significant	decrease	3'_truncated
AT1G19050.1	-0.503143873998018	0.0973000038209224	-5.17105708365684	2.32773440522749e-07	xrn4 - Col0	3.8839911218653e-05	Seedling	0.125971019749691	0.0796877559887953	0.0462832637608954	significant	decrease	3'_truncated
AT1G21080.3	-0.383579995132007	0.0822681169970659	-4.66255955688991	3.12300666216458e-06	xrn4 - Col0	0.000310440151609211	Seedling	0.1499360493108	0.108638704311571	0.0412973449992288	significant	decrease	3'_truncated
AT1G22740.1	-0.450983432025235	0.0760485147498974	-5.93020696733388	3.02553071485079e-09	xrn4 - Col0	8.8345496873643e-07	Seedling	0.140703936927251	0.0936623858807691	0.0470415510464823	significant	decrease	3'_truncated
AT1G25230.2	-0.340971040305712	0.103442362758061	-3.29624180282117	0.000979876382223077	xrn4 - Col0	0.0357654879511423	Seedling	0.0838914344767249	0.0608024391307401	0.0230889953459848	significant	decrease	3'_truncated
AT1G26690.1	-1.05399341965275	0.231415750935853	-4.55454486304569	5.24991201933389e-06	xrn4 - Col0	0.000490551779086559	Seedling	0.0829061706995865	0.0324225760786148	0.0504835946209716	significant	decrease	3'_truncated
AT1G28410.1	0.872493005726083	0.237916900681228	3.66721743275855	0.000245204280203248	xrn4 - Col0	0.0119332749698914	Seedling	0.0518171593543325	0.119950156602158	0.0681329972478252	significant	increase	3'_truncated
AT1G30910.1	0.669738229928432	0.165168714318265	4.05487342256541	5.01614578181098e-05	xrn4 - Col0	0.00325492126286401	Seedling	0.0387681252169104	0.0713445817198353	0.0325764565029249	significant	increase	3'_truncated
AT1G33050.1	-0.397029491370468	0.115457263615866	-3.43875715512721	0.000584391208969359	xrn4 - Col0	0.024178622329387	Seedling	0.205193307311329	0.151713460829561	0.0534798464817672	significant	decrease	3'_truncated
