Feature.name	Estimate	Std.Error	z.value	p.value	comparaison	padj	Condition	Col0	xrn4	delta_prop	diff	Change	Degradation_Tag
AT1G08930.1	-0.941943689649848	0.0864279468887784	-10.8986007831704	0	xrn4 - Col0	0	Seedling	0.485884252224875	0.276145004915567	0.209739247309308	significant	decrease	5'_truncated
AT1G17290.1	0.672893339688323	0.118907544205375	5.6589625509893	1.5229077776624e-08	xrn4 - Col0	1.14838961110957e-05	Seedling	0.717657030417844	0.833406758420699	0.115749728002855	significant	increase	5'_truncated
AT1G20410.1	0.385422130368854	0.0950501998083089	4.05493235307393	5.01488135482564e-05	xrn4 - Col0	0.0100328330451746	Seedling	0.253211286772555	0.332947028228046	0.0797357414554912	significant	increase	5'_truncated
AT1G23750.1	0.471783781419153	0.107963596219528	4.3698412978005	1.24336867048935e-05	xrn4 - Col0	0.00312531873764285	Seedling	0.043070248307508	0.0675905322625638	0.0245202839550558	significant	increase	5'_truncated
AT1G28580.1	-1.19202313266726	0.192808107854435	-6.18243260582798	6.31212637713929e-10	xrn4 - Col0	7.73472185938706e-07	Seedling	0.665023148148148	0.364622854561879	0.300400293586269	significant	decrease	5'_truncated
AT1G31550.1	0.722774216177866	0.196935884049101	3.67009912727566	0.000242456427024251	xrn4 - Col0	0.0330985238693418	Seedling	0.480859220258704	0.653573784253763	0.172714563995059	significant	increase	5'_truncated
AT1G47710.2	-1.02365865050202	0.139218571019307	-7.35288864845522	1.94066984704477e-13	xrn4 - Col0	3.80487730211598e-10	Seedling	0.977376228269085	0.942050759697818	0.035325468571267	significant	decrease	5'_truncated
AT1G48410.3	-0.668950110092429	0.152014640952815	-4.40056369504612	1.07970027654058e-05	xrn4 - Col0	0.00286062211106145	Seedling	0.69040195587955	0.52591196626815	0.1644899896114	significant	decrease	5'_truncated
AT1G49170.1	-0.578665142224835	0.132273651380308	-4.3747574531006	1.21567571063075e-05	xrn4 - Col0	0.00312531873764285	Seedling	0.645617667356798	0.510015039649986	0.135602627706811	significant	decrease	5'_truncated
AT1G52730.1	-0.611861066694904	0.121503706400847	-5.03573993600117	4.76006463356882e-07	xrn4 - Col0	0.000221331155224703	Seedling	0.310015074429998	0.205083697078626	0.104931377351372	significant	decrease	5'_truncated
AT1G53580.1	0.470338391268963	0.0800537063614469	5.87528563818594	4.22114876386104e-09	xrn4 - Col0	3.76181103019361e-06	Seedling	0.704770743036583	0.785200828072467	0.0804300850358836	significant	increase	5'_truncated
AT1G55675.1	-1.12030642057225	0.296958511463185	-3.77260249269244	0.00016155356734382	xrn4 - Col0	0.0247454628229916	Seedling	0.0626746603073034	0.0241513023548199	0.0385233579524834	significant	decrease	5'_truncated
AT1G63860.3	0.703391149658519	0.184338594504023	3.8157562801813	0.000135766460811704	xrn4 - Col0	0.0218183379563464	Seedling	0.114517954430235	0.224170172978027	0.109652218547792	significant	increase	5'_truncated
